Data Source,Data Value Alt,Data Value Type,Data Value Unit,"Cases per 100,000 People",F1,High Confidence Limit,Location Abbr,State,Low Confidence Limit,Number of Records,Heart Disease Stratification,Response,Gender,Stratification2,Stratification3,Topic,Year End,Year Start
NVSS,61.6,Age-adjusted Rate,"cases per 100,000",61.6,294768,63.7,VA,Virginia,59.4,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,75.4,Age-adjusted Rate,"cases per 100,000",75.4,294776,83.3,VT,Vermont,67.5,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,57.2,Age-adjusted Rate,"cases per 100,000",57.2,294784,59.5,WA,Washington,55,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,62.6,Age-adjusted Rate,"cases per 100,000",62.6,294793,65,WI,Wisconsin,60.2,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,89.9,Age-adjusted Rate,"cases per 100,000",89.9,294801,94.9,WV,West Virginia,84.9,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,63.1,Age-adjusted Rate,"cases per 100,000",63.1,294809,71.5,WY,Wyoming,54.7,1,Mortality from Coronary Heart Disease,,Female,,,Cardiovascular Disease,2014,2014
NVSS,76.9,Age-adjusted Rate,"cases per 100,000",76.9,295629,88,AK,Alaska,65.8,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,93.3,Age-adjusted Rate,"cases per 100,000",93.3,295637,96.6,AL,Alabama,90,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,93.7,Age-adjusted Rate,"cases per 100,000",93.7,295645,97.9,AR,Arkansas,89.5,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,51.2,Age-adjusted Rate,"cases per 100,000",51.2,295653,53.3,AZ,Arizona,49.1,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,62.2,Age-adjusted Rate,"cases per 100,000",62.2,295661,63.2,CA,California,61.2,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,70.1,Age-adjusted Rate,"cases per 100,000",70.1,295669,73.1,CO,Colorado,67,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,65.2,Age-adjusted Rate,"cases per 100,000",65.2,295677,68.1,CT,Connecticut,62.3,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,46.2,Age-adjusted Rate,"cases per 100,000",46.2,295685,53.1,DC,District of Columbia,39.3,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,61.4,Age-adjusted Rate,"cases per 100,000",61.4,295693,67.3,DE,Delaware,55.4,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,46.1,Age-adjusted Rate,"cases per 100,000",46.1,295701,47.1,FL,Florida,45.1,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,78.4,Age-adjusted Rate,"cases per 100,000",78.4,295709,80.8,GA,Georgia,76.1,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,38,Age-adjusted Rate,"cases per 100,000",38,295717,41.7,HI,Hawaii,34.3,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,78.7,Age-adjusted Rate,"cases per 100,000",78.7,295725,82.2,IA,Iowa,75.3,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,80.9,Age-adjusted Rate,"cases per 100,000",80.9,295733,86.5,ID,Idaho,75.2,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,71.8,Age-adjusted Rate,"cases per 100,000",71.8,295741,73.5,IL,Illinois,70,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,94,Age-adjusted Rate,"cases per 100,000",94,295749,96.8,IN,Indiana,91.1,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,77.9,Age-adjusted Rate,"cases per 100,000",77.9,295757,81.7,KS,Kansas,74.1,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,97.8,Age-adjusted Rate,"cases per 100,000",97.8,295765,101.4,KY,Kentucky,94.2,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,85.4,Age-adjusted Rate,"cases per 100,000",85.4,295773,88.8,LA,Louisiana,82,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,68.2,Age-adjusted Rate,"cases per 100,000",68.2,295781,70.4,MA,Massachusetts,66,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,50,Age-adjusted Rate,"cases per 100,000",50,295789,52.2,MD,Maryland,47.8,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,78.6,Age-adjusted Rate,"cases per 100,000",78.6,295797,83.9,ME,Maine,73.4,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,84,Age-adjusted Rate,"cases per 100,000",84,295805,86.1,MI,Michigan,81.9,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,79.2,Age-adjusted Rate,"cases per 100,000",79.2,295813,82,MN,Minnesota,76.4,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,79,Age-adjusted Rate,"cases per 100,000",79,295821,81.6,MO,Missouri,76.4,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,122.6,Age-adjusted Rate,"cases per 100,000",122.6,295829,127.6,MS,Mississippi,117.7,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,73.9,Age-adjusted Rate,"cases per 100,000",73.9,295837,80.1,MT,Montana,67.7,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,77.5,Age-adjusted Rate,"cases per 100,000",77.5,295845,79.6,NC,North Carolina,75.3,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,88.4,Age-adjusted Rate,"cases per 100,000",88.4,295853,96.4,ND,North Dakota,80.5,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,85.3,Age-adjusted Rate,"cases per 100,000",85.3,295861,90.2,NE,Nebraska,80.4,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,82.6,Age-adjusted Rate,"cases per 100,000",82.6,295869,88.4,NH,New Hampshire,76.9,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,62.1,Age-adjusted Rate,"cases per 100,000",62.1,295877,64,NJ,New Jersey,60.2,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,64.2,Age-adjusted Rate,"cases per 100,000",64.2,295885,68.5,NM,New Mexico,59.9,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,44.1,Age-adjusted Rate,"cases per 100,000",44.1,295893,47.4,NV,Nevada,40.7,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,57.4,Age-adjusted Rate,"cases per 100,000",57.4,295901,58.6,NY,New York,56.2,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,82.8,Age-adjusted Rate,"cases per 100,000",82.8,295909,84.7,OH,Ohio,80.8,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,110.7,Age-adjusted Rate,"cases per 100,000",110.7,295917,114.8,OK,Oklahoma,106.6,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,88.8,Age-adjusted Rate,"cases per 100,000",88.8,295925,92.2,OR,Oregon,85.3,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,75.8,Age-adjusted Rate,"cases per 100,000",75.8,295933,77.4,PA,Pennsylvania,74.1,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,87.6,Age-adjusted Rate,"cases per 100,000",87.6,295941,93.9,RI,Rhode Island,81.3,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,90.4,Age-adjusted Rate,"cases per 100,000",90.4,295949,93.7,SC,South Carolina,87.1,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,78.9,Age-adjusted Rate,"cases per 100,000",78.9,295957,85.7,SD,South Dakota,72.1,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,83.1,Age-adjusted Rate,"cases per 100,000",83.1,295965,85.8,TN,Tennessee,80.4,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,85,Age-adjusted Rate,"cases per 100,000",85,295973,86.6,TX,Texas,83.5,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,94.6,Age-adjusted Rate,"cases per 100,000",94.6,295982,100,UT,Utah,89.3,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,67.3,Age-adjusted Rate,"cases per 100,000",67.3,295990,69.6,VA,Virginia,65.1,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,75.4,Age-adjusted Rate,"cases per 100,000",75.4,295998,83.2,VT,Vermont,67.7,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,80.4,Age-adjusted Rate,"cases per 100,000",80.4,296006,83.1,WA,Washington,77.8,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,76.1,Age-adjusted Rate,"cases per 100,000",76.1,296014,78.7,WI,Wisconsin,73.5,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,100,Age-adjusted Rate,"cases per 100,000",100,296022,105.2,WV,West Virginia,94.8,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,77.1,Age-adjusted Rate,"cases per 100,000",77.1,296030,86.4,WY,Wyoming,67.8,1,Mortality from Heart Failure,,Female,,,Cardiovascular Disease,2014,2014
NVSS,153.1,Age-adjusted Rate,"cases per 100,000",153.1,287594,157.7,CT,Connecticut,148.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,162.6,Age-adjusted Rate,"cases per 100,000",162.6,288133,164.5,FL,Florida,160.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,170.7,Age-adjusted Rate,"cases per 100,000",170.7,288831,175.9,IA,Iowa,165.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,200.6,Age-adjusted Rate,"cases per 100,000",200.6,289946,204.8,IN,Indiana,196.4,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,147,Age-adjusted Rate,"cases per 100,000",147,290467,162.1,AK,Alaska,131.9,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,151.2,Age-adjusted Rate,"cases per 100,000",151.2,291633,154.8,AZ,Arizona,147.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,243.9,Age-adjusted Rate,"cases per 100,000",243.9,292026,249.3,AL,Alabama,238.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,228.9,Age-adjusted Rate,"cases per 100,000",228.9,292034,235.6,AR,Arkansas,222.2,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,160.2,Age-adjusted Rate,"cases per 100,000",160.2,292046,161.8,CA,California,158.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,151.9,Age-adjusted Rate,"cases per 100,000",151.9,292054,156.3,CO,Colorado,147.4,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,217.8,Age-adjusted Rate,"cases per 100,000",217.8,292066,232.9,DC,District of Columbia,202.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,185.9,Age-adjusted Rate,"cases per 100,000",185.9,292074,196.4,DE,Delaware,175.4,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,203.3,Age-adjusted Rate,"cases per 100,000",203.3,292086,207.1,GA,Georgia,199.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,140.2,Age-adjusted Rate,"cases per 100,000",140.2,292094,147.4,HI,Hawaii,133,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,171.8,Age-adjusted Rate,"cases per 100,000",171.8,292106,180.1,ID,Idaho,163.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,184.5,Age-adjusted Rate,"cases per 100,000",184.5,292114,187.4,IL,Illinois,181.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,180.6,Age-adjusted Rate,"cases per 100,000",180.6,292126,186.6,KS,Kansas,174.7,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,211.9,Age-adjusted Rate,"cases per 100,000",211.9,292134,217.3,KY,Kentucky,206.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,228.8,Age-adjusted Rate,"cases per 100,000",228.8,292142,234.4,LA,Louisiana,223.2,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,147.2,Age-adjusted Rate,"cases per 100,000",147.2,292150,150.5,MA,Massachusetts,143.8,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,182.9,Age-adjusted Rate,"cases per 100,000",182.9,292158,187.2,MD,Maryland,178.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,160.8,Age-adjusted Rate,"cases per 100,000",160.8,292166,168.3,ME,Maine,153.2,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,214.4,Age-adjusted Rate,"cases per 100,000",214.4,292174,217.8,MI,Michigan,210.9,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,135,Age-adjusted Rate,"cases per 100,000",135,292182,138.7,MN,Minnesota,131.3,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,208.9,Age-adjusted Rate,"cases per 100,000",208.9,292190,213.3,MO,Missouri,204.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,248.5,Age-adjusted Rate,"cases per 100,000",248.5,292198,255.7,MS,Mississippi,241.4,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,165.7,Age-adjusted Rate,"cases per 100,000",165.7,292207,175.1,MT,Montana,156.4,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,178.8,Age-adjusted Rate,"cases per 100,000",178.8,292215,182.1,NC,North Carolina,175.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,164.8,Age-adjusted Rate,"cases per 100,000",164.8,292223,175.8,ND,North Dakota,153.7,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,159.8,Age-adjusted Rate,"cases per 100,000",159.8,292231,166.7,NE,Nebraska,153,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,157.4,Age-adjusted Rate,"cases per 100,000",157.4,292239,165.4,NH,New Hampshire,149.4,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,176.8,Age-adjusted Rate,"cases per 100,000",176.8,292247,180,NJ,New Jersey,173.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,156.2,Age-adjusted Rate,"cases per 100,000",156.2,292255,162.9,NM,New Mexico,149.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,194.7,Age-adjusted Rate,"cases per 100,000",194.7,292263,201.8,NV,Nevada,187.7,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,184.8,Age-adjusted Rate,"cases per 100,000",184.8,292271,187,NY,New York,182.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,202.5,Age-adjusted Rate,"cases per 100,000",202.5,292279,205.6,OH,Ohio,199.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,244.5,Age-adjusted Rate,"cases per 100,000",244.5,292287,250.7,OK,Oklahoma,238.2,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,153.5,Age-adjusted Rate,"cases per 100,000",153.5,292295,158.1,OR,Oregon,148.9,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,188.1,Age-adjusted Rate,"cases per 100,000",188.1,292303,190.8,PA,Pennsylvania,185.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,158.3,Age-adjusted Rate,"cases per 100,000",158.3,292311,166.9,RI,Rhode Island,149.8,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,198.4,Age-adjusted Rate,"cases per 100,000",198.4,292319,203.4,SC,South Carolina,193.5,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,163.2,Age-adjusted Rate,"cases per 100,000",163.2,292327,173.2,SD,South Dakota,153.1,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,224.6,Age-adjusted Rate,"cases per 100,000",224.6,292335,229.1,TN,Tennessee,220.1,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,188.4,Age-adjusted Rate,"cases per 100,000",188.4,292343,190.7,TX,Texas,186.1,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,180,Age-adjusted Rate,"cases per 100,000",180,292352,187.4,UT,Utah,172.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,174.1,Age-adjusted Rate,"cases per 100,000",174.1,292360,177.7,VA,Virginia,170.4,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,173.5,Age-adjusted Rate,"cases per 100,000",173.5,292368,185.3,VT,Vermont,161.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,151.7,Age-adjusted Rate,"cases per 100,000",151.7,292376,155.4,WA,Washington,148,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,170.3,Age-adjusted Rate,"cases per 100,000",170.3,292384,174.3,WI,Wisconsin,166.4,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,216.1,Age-adjusted Rate,"cases per 100,000",216.1,292392,223.9,WV,West Virginia,208.3,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
NVSS,173.6,Age-adjusted Rate,"cases per 100,000",173.6,292400,187.6,WY,Wyoming,159.6,1,Mortality from Total Cardiovascular Diseases,,Female,,,Cardiovascular Disease,2014,2014
